Line#,Date,"Temperature (MX-TEMP-2 20835814:20835814-1), *C, 20835814","RH (MX-RH-2 20835814:20835814-2), %, 20835814","Dew Point (MX-TEMP-2 20835814:20835814-4), *C, 20835814","Temperature (MX-TEMP-2 20835815:20835815-1), *C, 20835815","RH (MX-RH-2 20835815:20835815-2), %, 20835815","Dew Point (MX-TEMP-2 20835815:20835815-4), *C, 20835815","Temperature (MX-TEMP-2 20835816:20835816-1), *C, 20835816","RH (MX-RH-2 20835816:20835816-2), %, 20835816","Dew Point (MX-TEMP-2 20835816:20835816-4), *C, 20835816","Temperature (MX-TEMP-2 20835817:20835817-1), *C, 20835817","RH (MX-RH-2 20835817:20835817-2), %, 20835817","Dew Point (MX-TEMP-2 20835817:20835817-4), *C, 20835817","Temperature (MX-TEMP-2 20835818:20835818-1), *C, 20835818","RH (MX-RH-2 20835818:20835818-2), %, 20835818","Dew Point (MX-TEMP-2 20835818:20835818-4), *C, 20835818","Temperature (MX-TEMP-2 20835819:20835819-1), *C, 20835819","RH (MX-RH-2 20835819:20835819-2), %, 20835819","Dew Point (MX-TEMP-2 20835819:20835819-4), *C, 20835819","Temperature (MX-TEMP-2 20835820:20835820-1), *C, 20835820","RH (MX-RH-2 20835820:20835820-2), %, 20835820","Dew Point (MX-TEMP-2 20835820:20835820-4), *C, 20835820","Temperature (MX-TEMP-2 20835821:20835821-1), *C, 20835821","RH (MX-RH-2 20835821:20835821-2), %, 20835821","Dew Point (MX-TEMP-2 20835821:20835821-4), *C, 20835821","Temperature (MX-TEMP-2 20835822:20835822-1), *C, 20835822","RH (MX-RH-2 20835822:20835822-2), %, 20835822","Dew Point (MX-TEMP-2 20835822:20835822-4), *C, 20835822","Temperature (MX-TEMP-2 20835823:20835823-1), *C, 20835823","RH (MX-RH-2 20835823:20835823-2), %, 20835823","Dew Point (MX-TEMP-2 20835823:20835823-4), *C, 20835823","Temperature (MX-TEMP-2 20835824:20835824-1), *C, 20835824","RH (MX-RH-2 20835824:20835824-2), %, 20835824","Dew Point (MX-TEMP-2 20835824:20835824-4), *C, 20835824","Temperature (MX-TEMP-2 20835825:20835825-1), *C, 20835825","RH (MX-RH-2 20835825:20835825-2), %, 20835825","Dew Point (MX-TEMP-2 20835825:20835825-4), *C, 20835825","Temperature (MX-TEMP-2 20843228:20843228-1), *C, 20843228","RH (MX-RH-2 20843228:20843228-2), %, 20843228","Dew Point (MX-TEMP-2 20843228:20843228-4), *C, 20843228","Temperature (MX-TEMP-2 20843229:20843229-1), *C, 20843229","RH (MX-RH-2 20843229:20843229-2), %, 20843229","Dew Point (MX-TEMP-2 20843229:20843229-4), *C, 20843229","Temperature (MX-TEMP-2 20843230:20843230-1), *C, 20843230","RH (MX-RH-2 20843230:20843230-2), %, 20843230","Dew Point (MX-TEMP-2 20843230:20843230-4), *C, 20843230","Temperature (MX-TEMP-2 20843231:20843231-1), *C, 20843231","RH (MX-RH-2 20843231:20843231-2), %, 20843231","Dew Point (MX-TEMP-2 20843231:20843231-4), *C, 20843231","Temperature (MX-TEMP-2 20843233:20843233-1), *C, 20843233","RH (MX-RH-2 20843233:20843233-2), %, 20843233","Dew Point (MX-TEMP-2 20843233:20843233-4), *C, 20843233","Temperature (MX-TEMP-2 20843235:20843235-1), *C, 20843235","RH (MX-RH-2 20843235:20843235-2), %, 20843235","Dew Point (MX-TEMP-2 20843235:20843235-4), *C, 20843235","Temperature (MX-TEMP-2 20843236:20843236-1), *C, 20843236","RH (MX-RH-2 20843236:20843236-2), %, 20843236","Dew Point (MX-TEMP-2 20843236:20843236-4), *C, 20843236","Temperature (MX-TEMP-2 20843238:20843238-1), *C, 20843238","RH (MX-RH-2 20843238:20843238-2), %, 20843238","Dew Point (MX-TEMP-2 20843238:20843238-4), *C, 20843238","Temperature (MX-TEMP-2 20843239:20843239-1), *C, 20843239","RH (MX-RH-2 20843239:20843239-2), %, 20843239","Dew Point (MX-TEMP-2 20843239:20843239-4), *C, 20843239"
6478,06/20/20 12:08:33,,,,,,,29.85,29.92,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6479,06/20/20 12:28:33,,,,,,,29.96,28.86,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6480,06/20/20 12:48:33,,,,,,,29.62,30.69,10.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6481,06/20/20 13:08:33,,,,,,,29.70,29.72,10.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6482,06/20/20 13:28:33,,,,,,,29.85,29.26,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6483,06/20/20 13:48:33,,,,,,,29.77,30.50,10.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6484,06/20/20 14:08:33,,,,,,,29.67,30.99,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6485,06/20/20 14:28:33,,,,,,,29.57,32.33,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6486,06/20/20 14:48:33,,,,,,,29.75,32.80,11.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6487,06/20/20 15:08:33,,,,,,,30.00,31.29,11.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6488,06/20/20 15:28:33,,,,,,,30.60,30.06,11.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6489,06/20/20 15:48:33,,,,,,,30.44,29.49,10.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6490,06/20/20 16:08:33,,,,,,,29.64,29.54,10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6491,06/20/20 16:28:33,,,,,,,29.27,30.52,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6492,06/20/20 16:48:33,,,,,,,29.00,31.87,10.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6493,06/20/20 17:08:33,,,,,,,28.72,32.63,10.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6494,06/20/20 17:28:33,,,,,,,28.43,31.50,9.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6495,06/20/20 17:48:33,,,,,,,28.11,30.68,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6496,06/20/20 18:08:33,,,,,,,27.81,31.41,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6497,06/20/20 18:28:33,,,,,,,27.53,31.00,8.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6498,06/20/20 18:48:33,,,,,,,27.47,34.29,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6499,06/20/20 19:08:33,,,,,,,27.04,35.49,10.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500,06/20/20 19:28:33,,,,,,,26.34,36.78,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501,06/20/20 19:48:33,,,,,,,26.10,34.69,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502,06/20/20 20:08:33,,,,,,,25.50,40.63,11.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503,06/20/20 20:28:33,,,,,,,24.80,41.50,10.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6504,06/20/20 20:48:33,,,,,,,23.69,44.74,10.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505,06/20/20 21:08:33,,,,,,,22.68,46.95,10.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6506,06/20/20 21:28:33,,,,,,,22.54,42.94,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6507,06/20/20 21:48:33,,,,,,,23.18,39.72,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6508,06/20/20 22:08:33,,,,,,,23.41,39.50,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6509,06/20/20 22:28:33,,,,,,,23.65,39.22,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6510,06/20/20 22:48:33,,,,,,,23.22,41.39,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6511,06/20/20 23:08:33,,,,,,,23.31,40.50,9.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6512,06/20/20 23:28:33,,,,,,,23.00,41.25,9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6513,06/20/20 23:48:33,,,,,,,22.73,42.18,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6514,06/21/20 00:08:33,,,,,,,22.43,43.05,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6515,06/21/20 00:28:33,,,,,,,22.18,43.90,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6516,06/21/20 00:48:33,,,,,,,21.95,44.59,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6517,06/21/20 01:08:33,,,,,,,21.61,46.16,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6518,06/21/20 01:28:33,,,,,,,21.28,47.02,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6519,06/21/20 01:48:33,,,,,,,20.99,47.87,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6520,06/21/20 02:08:33,,,,,,,20.85,48.69,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6521,06/21/20 02:28:33,,,,,,,20.73,48.90,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6522,06/21/20 02:48:33,,,,,,,20.53,50.23,9.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6523,06/21/20 03:08:33,,,,,,,20.41,50.14,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6524,06/21/20 03:28:33,,,,,,,20.51,50.06,9.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6525,06/21/20 03:48:33,,,,,,,20.79,49.76,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6526,06/21/20 04:08:33,,,,,,,20.94,50.38,10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6527,06/21/20 04:28:33,,,,,,,21.01,50.85,10.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6528,06/21/20 04:48:33,,,,,,,21.18,50.26,10.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6529,06/21/20 05:08:33,,,,,,,21.58,49.00,10.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6530,06/21/20 05:28:33,,,,,,,22.25,47.04,10.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6531,06/21/20 05:48:33,,,,,,,22.64,46.64,10.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6532,06/21/20 06:08:33,,,,,,,23.12,47.23,11.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6533,06/21/20 06:28:33,,,,,,,23.61,45.43,11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6534,06/21/20 06:48:33,,,,,,,24.23,46.10,11.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6535,06/21/20 07:08:33,,,,,,,24.54,45.01,11.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6536,06/21/20 07:28:33,,,,,,,24.68,44.61,11.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6537,06/21/20 07:48:33,,,,,,,24.87,44.81,12.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538,06/21/20 08:08:33,,,,,,,24.89,44.24,11.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6539,06/21/20 08:28:33,,,,,,,25.42,41.46,11.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6540,06/21/20 08:48:33,,,,,,,25.78,37.69,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6541,06/21/20 09:08:33,,,,,,,26.11,38.42,10.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6542,06/21/20 09:28:33,,,,,,,26.41,37.51,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6543,06/21/20 09:48:33,,,,,,,26.85,36.60,10.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6544,06/21/20 10:08:33,,,,,,,26.67,36.39,10.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6545,06/21/20 10:28:33,,,,,,,27.06,35.02,10.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6546,06/21/20 10:48:33,,,,,,,27.39,34.47,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6547,06/21/20 11:08:33,,,,,,,27.12,34.82,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6548,06/21/20 11:28:33,,,,,,,26.77,36.22,10.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6549,06/21/20 11:48:33,,,,,,,27.74,34.81,10.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6550,06/21/20 12:08:33,,,,,,,28.34,33.48,10.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6551,06/21/20 12:28:33,,,,,,,28.41,31.72,10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552,06/21/20 12:48:33,,,,,,,28.64,31.73,10.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6553,06/21/20 13:08:33,,,,,,,28.78,31.16,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6554,06/21/20 13:28:33,,,,,,,28.98,31.05,10.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6555,06/21/20 13:48:33,,,,,,,28.73,31.18,10.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6556,06/21/20 14:08:33,,,,,,,28.47,31.94,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6557,06/21/20 14:28:33,,,,,,,28.72,30.32,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6558,06/21/20 14:48:33,,,,,,,29.19,29.22,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6559,06/21/20 15:08:33,,,,,,,28.92,29.30,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6560,06/21/20 15:28:33,,,,,,,32.70,25.36,10.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6561,06/21/20 15:48:33,,,,,,,35.68,22.11,10.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6562,06/21/20 16:08:33,,,,,,,33.08,24.90,10.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6563,06/21/20 16:28:33,,,,,,,30.40,27.06,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6564,06/21/20 16:48:33,,,,,,,29.31,28.76,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6565,06/21/20 17:08:33,,,,,,,28.74,29.43,9.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6566,06/21/20 17:28:33,,,,,,,28.44,30.87,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6567,06/21/20 17:48:33,,,,,,,28.50,30.09,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6568,06/21/20 18:08:33,,,,,,,28.31,30.74,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6569,06/21/20 18:28:33,,,,,,,27.96,30.40,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6570,06/21/20 18:48:33,,,,,,,27.05,32.48,9.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6571,06/21/20 19:08:33,,,,,,,25.94,35.55,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6572,06/21/20 19:28:33,,,,,,,25.48,37.73,10.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6573,06/21/20 19:48:33,,,,,,,24.29,41.47,10.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6574,06/21/20 20:08:33,,,,,,,23.21,45.22,10.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6575,06/21/20 20:28:33,,,,,,,22.87,46.33,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6576,06/21/20 20:48:33,,,,,,,21.97,50.30,11.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6577,06/21/20 21:08:33,,,,,,,21.29,50.29,10.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6578,06/21/20 21:28:33,,,,,,,20.93,50.02,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6579,06/21/20 21:48:33,,,,,,,20.54,51.04,10.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6580,06/21/20 22:08:33,,,,,,,19.83,53.75,10.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6581,06/21/20 22:28:33,,,,,,,19.02,56.32,10.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6582,06/21/20 22:48:33,,,,,,,18.44,57.66,9.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6583,06/21/20 23:08:33,,,,,,,17.80,59.67,9.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6584,06/21/20 23:28:33,,,,,,,17.33,61.62,9.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6585,06/21/20 23:48:33,,,,,,,17.08,63.50,10.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6586,06/22/20 00:08:33,,,,,,,17.51,61.07,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6587,06/22/20 00:28:33,,,,,,,17.60,61.84,10.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6588,06/22/20 00:48:33,,,,,,,17.89,61.41,10.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6589,06/22/20 01:08:33,,,,,,,17.95,60.66,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6590,06/22/20 01:28:33,,,,,,,18.04,60.24,10.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6591,06/22/20 01:48:33,,,,,,,17.99,62.84,10.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6592,06/22/20 02:08:33,,,,,,,18.19,59.57,10.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6593,06/22/20 02:28:33,,,,,,,18.08,62.68,10.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6594,06/22/20 02:48:33,,,,,,,18.32,61.51,10.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6595,06/22/20 03:08:33,,,,,,,18.41,62.41,11.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596,06/22/20 03:28:33,,,,,,,18.52,63.83,11.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6597,06/22/20 03:48:33,,,,,,,18.72,63.08,11.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598,06/22/20 04:08:33,,,,,,,18.43,63.49,11.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6599,06/22/20 04:28:33,,,,,,,18.66,63.48,11.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600,06/22/20 04:48:33,,,,,,,18.38,66.26,11.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6601,06/22/20 05:08:33,,,,,,,18.44,68.78,12.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6602,06/22/20 05:28:33,,,,,,,18.71,64.77,11.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6603,06/22/20 05:48:33,,,,,,,18.71,67.02,12.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6604,06/22/20 06:08:33,,,,,,,18.76,60.28,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605,06/22/20 06:28:33,,,,,,,18.66,60.37,10.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6606,06/22/20 06:48:33,,,,,,,18.63,60.73,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6607,06/22/20 07:08:33,,,,,,,18.62,61.08,10.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6608,06/22/20 07:28:33,,,,,,,18.82,60.64,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6609,06/22/20 07:48:33,,,,,,,19.15,61.07,11.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6610,06/22/20 08:08:33,,,,,,,19.20,61.76,11.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6611,06/22/20 08:28:33,,,,,,,19.18,61.89,11.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6612,06/22/20 08:48:33,,,,,,,19.24,64.31,12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6613,06/22/20 09:08:33,,,,,,,19.35,66.23,12.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6614,06/22/20 09:28:33,,,,,,,19.31,65.93,12.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
